id,name,type,card_category,industry,tier,cost,income,valuation_points,upkeep,net_income,mode,exit_value,tempo,staff_min,staff_opt,income_scaled,income_opt,trend_track,synergy_gives,synergy_receives,license,location_requirement,special_rule,time_delay,effort,likelihood,hormozi_value,roi,efficiency,total_launch_cost,staff_hire_cost,max_income,avg_income,effective_roi,payback_breaks,synergy_output,synergy_input,synergy_links,complexity_score,hormozi_v2,tag_count,requirement_count,synergy_count,status,version,immediate_effect,ongoing_effect,tags,requirements,synergies,flavor_text,balance_notes
BUS-TECH-004,Creator Brand,Business,Business,Tech,Established,5.0,2.0,4.0,0.0,2.0,Digital,4.0,Tendencia,1.0,,,,+2 / +1 / +0,,,,,"Tiene 2 casillas de audiencia. Cada vez que CRECER la elige, llena 1. Al completar 2, se convierte en Estable de 4k. 1 vez por trimestre, si está estabilizada, otro negocio B2C o digital obtiene +1 Bono de Pausa.",0.0,1.0,7.0,28.0,0.4,1.2,5.0,1.0,4.0,3.0,0.6,1.67,0,0,0,2,5.6,0,0,0,draft,2,,Entra con 2k/Break y token +2 / +1 / +0. Al llenar 2 casillas de audiencia con CRECER se convierte en Estable 4k/Break.,[],[],[],Al principio dependes de la atención. Luego conviertes atención en activo propio.,Only bespoke micro-track in the pool; kept because it teaches owned audience vs rented attention.
BUS-TECH-005,Mobile App,Business,Business,Tech,Established,7.0,4.0,5.0,0.0,4.0,Digital,5.0,Tendencia,2.0,,,,+2 / +1 / +0,,,,,,0.0,1.0,7.0,35.0,0.571,1.286,7.0,2.0,6.0,5.0,0.714,1.4,0,0,0,1,5.0,0,0,0,draft,2,,Entra con ingreso base 4k/Break y token +2 / +1 / +0.,[],[],[],La distribución parece infinita hasta que la plataforma cambia la regla.,Deliberately fragile trend tech route with no built-in synergy cushion.
BUS-TECH-006,E-commerce Platform,Business,Business,Tech,Established,9.0,4.0,5.0,0.0,4.0,Digital,5.0,Escala,2.0,,7.0,,,Suministro -> -1k al siguiente lanzamiento relacionado,,,,,0.0,1.0,7.0,35.0,0.444,1.0,9.0,2.0,7.0,5.5,0.611,1.64,1,0,1,2,3.89,0,0,1,draft,2,,Entra en 4k/Break. Con 2 crecimientos pasa a 7k/Break.,[],[],['Suministro'],"Cuando conectas catálogo, checkout y cumplimiento, reduces fricción para todo el sistema.","Supportive digital scale card, not a pure income monster."
BUS-TECH-007,Cybersecurity Firm,Business,Business,Tech,Premium,12.0,8.0,8.0,0.0,8.0,Digital,8.0,Estable,3.0,,,,,,,,,,0.0,2.0,8.0,64.0,0.667,1.333,12.0,3.0,8.0,8.0,0.667,1.5,0,0,0,0,5.33,0,0,0,draft,2,,Genera 8k/Break sin subestado adicional.,[],[],[],La mejor venta es la que el cliente renueva porque no puede permitirse fallar.,Premium tech anchor intentionally light on text.
BUS-TECH-009,Tech Conglomerate,Business,Business,Tech,Empire,18.0,8.0,12.0,0.0,8.0,Digital,12.0,Escala,4.0,5.0,12.0,12.0,,,Tecnología -> +1 crecimiento,,,,0.0,3.0,6.0,72.0,0.444,1.111,18.0,4.0,12.0,10.0,0.556,1.8,0,1,1,4,4.0,0,1,1,draft,2,,Entra en 8k/Break. Con 2 crecimientos pasa a 12k/Break.,[],['2 negocios Tech activos'],['Tecnología'],Ya no operas un producto: operas una cartera de capacidades tecnológicas.,Empire tech finisher with explicit prerequisite and concentrated staffing.
BUS-TRADES-001,Handyman,Business,Business,Trades,Starter,2.0,3.0,2.0,0.0,3.0,Physical,2.0,Estable,1.0,,,,,Experiencia -> -1k al siguiente lanzamiento Service/Professional/Trades,,,,,0.0,1.0,9.0,18.0,1.5,2.5,4.0,1.0,3.0,3.0,0.75,1.33,1,0,1,1,4.5,0,0,1,draft,2,,Genera 3k/Break sin subestado adicional.,[],[],['Experiencia'],Un oficio bien ejecutado puede financiar el siguiente salto.,Simple early trades anchor.
BUS-TRADES-002,Auto Repair,Business,Business,Trades,Established,6.0,4.0,4.0,0.0,4.0,Physical,4.0,Estable,2.0,3.0,,6.0,,,Suministro -> -1k al siguiente lanzamiento relacionado,,,,0.0,2.0,8.0,32.0,0.667,1.333,8.0,2.0,4.0,4.0,0.5,2.0,0,1,1,3,4.0,0,0,1,draft,2,,"Genera 4k/Break. Si alcanza óptimo, sube a 6k/Break.",[],[],['Suministro'],La demanda está asegurada; la diferencia está en capacidad y rotación.,Absorbs the old auto-franchise/service overlap into one clear trades card.
BUS-TRADES-003,Plumbing,Business,Business,Trades,Established,7.0,6.0,4.0,0.0,6.0,Physical,4.0,Estable,2.0,,,,,Experiencia -> -1k al siguiente lanzamiento Service/Professional/Trades,,,,,0.0,1.0,8.0,32.0,0.857,1.429,9.0,2.0,6.0,6.0,0.667,1.5,1,0,1,1,3.56,0,0,1,draft,2,,Genera 6k/Break sin subestado adicional.,[],[],['Experiencia'],"Cuando algo falla, el cliente no posterga la llamada.",Strong stable trades anchor.
BUS-TRADES-004,HVAC,Business,Business,Trades,Established,8.0,6.0,5.0,0.0,6.0,Physical,5.0,Estable,2.0,,,,,Experiencia -> -1k al siguiente lanzamiento Service/Professional/Trades,,,,,0.0,1.0,8.0,40.0,0.75,1.375,10.0,2.0,6.0,6.0,0.6,1.67,1,0,1,1,4.0,0,0,1,draft,2,,Genera 6k/Break sin subestado adicional.,[],[],['Experiencia'],El mantenimiento preventivo se vende mejor después del primer verano duro.,Stable mid-premium trades anchor.
BUS-TRADES-005,Electrician,Business,Business,Trades,Starter,4.0,4.0,3.0,0.0,4.0,Physical,3.0,Estable,1.0,,,,,Experiencia -> -1k al siguiente lanzamiento Service/Professional/Trades,,,,,0.0,1.0,9.0,27.0,1.0,1.75,6.0,1.0,4.0,4.0,0.667,1.5,1,0,1,1,4.5,0,0,1,draft,2,,Genera 4k/Break sin subestado adicional.,[],[],['Experiencia'],Especialización rentable con estructura ligera.,High-signal early trade option with no extra mechanics.
BUS-TRADES-006,Landscaping,Business,Business,Trades,Starter,4.0,4.0,3.0,0.0,4.0,Physical,3.0,Estable,2.0,,,,,Prestigio -> +1 Marca,,,,,0.0,1.0,9.0,27.0,1.0,1.75,6.0,2.0,4.0,4.0,0.667,1.5,1,0,1,1,4.5,0,0,1,draft,2,,Genera 4k/Break sin subestado adicional.,[],[],['Prestigio'],El aspecto exterior también vende el valor interior.,Absorbs Lawn Care into a broader trade role.
BUS-TRADES-008,General Contractor,Business,Business,Trades,Premium,11.0,5.0,7.0,0.0,5.0,Physical,7.0,Escala,3.0,4.0,8.0,8.0,,,Suministro -> -1k al siguiente lanzamiento relacionado,,,,0.0,2.0,7.0,49.0,0.455,1.091,13.0,3.0,8.0,6.5,0.5,2.0,0,1,1,4,3.77,0,0,1,draft,2,,Entra en 5k/Break. Con 2 crecimientos pasa a 8k/Break.,[],[],['Suministro'],Coordinar bien sube el valor tanto como ejecutar bien.,Premium trades scaler with logistics dependency.
BUS-TRADES-009,Construction Firm,Business,Business,Trades,Empire,17.0,7.0,11.0,0.0,7.0,Physical,11.0,Escala,4.0,5.0,11.0,11.0,,Suministro -> -1k al siguiente lanzamiento relacionado,,,,,0.0,3.0,6.0,66.0,0.412,1.059,19.0,4.0,11.0,9.0,0.474,2.11,1,0,1,4,3.47,0,0,1,draft,2,,Entra en 7k/Break. Con 2 crecimientos pasa a 11k/Break.,[],[],['Suministro'],"A esta escala, construir es coordinar capital, equipos y tiempo a la vez.",Empire trades finisher.
MKT-ANY-001,Algorithm Change,Market Condition,Market Condition,Any,Quarter,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,0.0,0.0,10.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,0,0,0,0,0.0,2,0,0,draft,1,"En la próxima Pausa, el primer negocio Tendencia digital de cada jugador que no haya sido objetivo de CRECER decae 2 pasos en vez de 1.",,"['Digital', 'Trend']",[],[],La dependencia de plataforma siempre cobra peaje.,Quarter-only macro pressure built with temporary shocks that never modify Ingresos Recurrentes directly.
MKT-ANY-002,AI Disruption,Market Condition,Market Condition,Any,Quarter,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,0.0,0.0,10.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,0,0,0,0,0.0,2,0,0,draft,1,"En Pausa, paga +1k por cada negocio con staff mínimo 4+, máximo 2k. Ignora 1 pago si operas AI Agency o AI Assistant.",,"['AI', 'Operations']",[],[],La presión no siempre baja costes: a veces castiga estructuras pesadas.,Quarter-only macro pressure built with temporary shocks that never modify Ingresos Recurrentes directly.
MKT-ANY-003,Fulfillment Crunch,Market Condition,Market Condition,Any,Quarter,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,0.0,0.0,10.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,0,0,0,0,0.0,1,0,0,draft,1,El primer negocio que cada jugador lance este trimestre y que dé o reciba Suministro cuesta +1k.,,['Supply'],[],[],"Cuando la cadena se tensa, cada expansión cuesta más.",Quarter-only macro pressure built with temporary shocks that never modify Ingresos Recurrentes directly.
MKT-ANY-004,Platform Fee Hike,Market Condition,Market Condition,Any,Quarter,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,0.0,0.0,10.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,0,0,0,0,0.0,2,0,0,draft,1,"En Pausa, paga 1k por cada negocio dependiente de plataforma que operes, máximo 3k. Dependientes de plataforma: Dropshipping Store, FBA Business, Mobile App.",,"['Digital', 'Platform']",[],[],La infraestructura ajena nunca fue gratis; solo parecía barata.,Quarter-only macro pressure built with temporary shocks that never modify Ingresos Recurrentes directly.
MKT-ANY-005,Talent War,Market Condition,Market Condition,Any,Quarter,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,0.0,0.0,10.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,0,0,0,0,0.0,1,0,0,draft,1,Cualquier acción TALENTO que incluya recolocación cuesta +1k extra este trimestre.,,['Talent'],[],[],Mover gente también tiene fricción política y económica.,Quarter-only macro pressure built with temporary shocks that never modify Ingresos Recurrentes directly.
MKT-ANY-006,Credit Crunch,Market Condition,Market Condition,Any,Quarter,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,0.0,0.0,10.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,0,0,0,0,0.0,1,0,0,draft,1,Los intereses de préstamos cuestan +1k en esta Pausa.,,['Finance'],[],[],"Cuando el crédito se encarece, la velocidad también.",Quarter-only macro pressure built with temporary shocks that never modify Ingresos Recurrentes directly.
MKT-ANY-007,Foot Traffic,Market Condition,Market Condition,Any,Quarter,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,0.0,0.0,10.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,0,0,0,0,0.0,2,0,0,draft,1,Cada negocio Tendencia físico obtiene +1 Bono de Pausa.,,"['Physical', 'Trend']",[],[],A veces el entorno hace el trabajo pesado por ti.,Quarter-only macro pressure built with temporary shocks that never modify Ingresos Recurrentes directly.
MKT-ANY-008,Consumer Confidence,Market Condition,Market Condition,Any,Quarter,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,0.0,0.0,10.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,0,0,0,0,0.0,2,0,0,draft,1,La primera acción CRECER II o III que resuelva cada jugador este trimestre también otorga +1 Marca.,,"['Growth', 'Brand']",[],[],"Cuando el mercado compra optimismo, crecer también mejora señal pública.",Quarter-only macro pressure built with temporary shocks that never modify Ingresos Recurrentes directly.
MIL-ANY-001,Primera Contratación,Milestone,Milestone,Any,Milestone,0.0,0.0,2.0,0.0,0.0,,,,,,,,,,,,,,0.0,0.0,10.0,20.0,0.0,2.0,,0.0,0.0,0.0,0.0,,0,0,0,0,20.0,1,1,1,draft,2,+2 VP,,['Staff'],['Contratar cualquier Staff'],['Staff'],Ya no estás solo. Ahora tu empresa empieza a parecerse a una empresa.,Hito temprano y simple dentro del modelo actual de valor de salida.
MIL-ANY-002,Portfolio de 5,Milestone,Milestone,Any,Milestone,0.0,0.0,3.0,0.0,0.0,,,,,,,,,,,,,,0.0,0.0,10.0,30.0,0.0,3.0,,0.0,0.0,0.0,0.0,,0,0,0,0,30.0,1,1,1,draft,2,+3 VP,,['Portfolio'],['Operar 5 negocios'],['Scaling'],Cinco negocios abiertos ya exigen decisiones de verdad.,Premia expansión media del portfolio dentro del nuevo modelo de valor final.
MIL-ANY-003,Diversificado,Milestone,Milestone,Any,Milestone,0.0,0.0,4.0,0.0,0.0,,,,,,,,,,,,,,0.0,0.0,10.0,40.0,0.0,4.0,,0.0,0.0,0.0,0.0,,0,0,0,0,40.0,1,1,1,draft,2,+4 VP,,['Diversification'],['Operar negocios en 4+ industrias'],['Multi-industry'],No dependes de una sola apuesta cuando el mercado cambia.,"Versión v2 del hito de diversificación, ya sin dual-track scoring."
MIL-ANY-004,Tech Unicorn,Milestone,Milestone,Any,Milestone,0.0,0.0,5.0,0.0,0.0,,,,,,,,,,,,,,0.0,0.0,10.0,50.0,0.0,5.0,,0.0,0.0,0.0,0.0,,0,0,0,0,50.0,2,2,1,draft,2,+5 VP,,"['Tech', 'Brand']","['Operar Plataforma SaaS o Tech Conglomerate', 'Marca 8+']",['Tech'],"La narrativa importa, pero aquí también tiene que haber una empresa real debajo.",Reinterpreta unicornio como salida tech premium apoyada por marca.
MIL-ANY-005,Constructor de Imperios,Milestone,Milestone,Any,Milestone,0.0,0.0,5.0,0.0,0.0,,,,,,,,,,,,,,0.0,0.0,10.0,50.0,0.0,5.0,,0.0,0.0,0.0,0.0,,0,0,0,0,50.0,1,1,1,draft,2,+5 VP,,['Empire'],['Operar 8+ negocios'],['Portfolio'],Un imperio no es solo tamaño: es coordinación sostenida.,Alineado con el umbral moderno de presencia de mercado.
MIL-ANY-006,Máquina de Dinero,Milestone,Milestone,Any,Milestone,0.0,0.0,4.0,0.0,0.0,,,,,,,,,,,,,,0.0,0.0,10.0,40.0,0.0,4.0,,0.0,0.0,0.0,0.0,,0,0,0,0,40.0,1,1,1,draft,2,+4 VP,,['Profit'],['Alcanzar Beneficio Neto 12k+ en una Pausa'],['Profit'],El motor no solo factura. Deja margen real.,"Mide beneficio neto, no un track legado de revenue."
MIL-ANY-007,Líder del Sector,Milestone,Milestone,Any,Milestone,0.0,0.0,3.0,0.0,0.0,,,,,,,,,,,,,,0.0,0.0,10.0,30.0,0.0,3.0,,0.0,0.0,0.0,0.0,,0,0,0,0,30.0,1,1,1,draft,2,+3 VP,,['Specialization'],['Operar 3+ negocios en una misma industria'],['Specialization'],La especialización también es una apuesta de salida.,Hito de concentración sectorial en el modelo v2.
MIL-ANY-008,Espectro Completo,Milestone,Milestone,Any,Milestone,0.0,0.0,7.0,0.0,0.0,,,,,,,,,,,,,,0.0,0.0,10.0,70.0,0.0,7.0,,0.0,0.0,0.0,0.0,,0,0,0,0,70.0,1,1,1,draft,2,+7 VP,,['Diversification'],['Operar negocios en las 7 industrias'],['Diversification'],"Cubrir todo el mapa empresarial sigue siendo raro, caro y valioso.",Actualizado de 8 a 7 industrias y a una sola recompensa de VP.
MIL-ANY-009,El Primer Millón,Milestone,Milestone,Any,Milestone,0.0,0.0,5.0,0.0,0.0,,,,,,,,,,,,,,0.0,0.0,10.0,50.0,0.0,5.0,,0.0,0.0,0.0,0.0,,0,0,0,0,50.0,1,1,1,draft,2,+5 VP,,['Cash'],['Cerrar una Pausa con 25k+ de caja'],['Savings'],"La caja no gana sola, pero sí compra margen de maniobra.",Convertido a una meta de reserva de caja legible en el sistema actual.
MIL-ANY-010,Marca de Confianza,Milestone,Milestone,Any,Milestone,0.0,0.0,4.0,0.0,0.0,,,,,,,,,,,,,,0.0,0.0,10.0,40.0,0.0,4.0,,0.0,0.0,0.0,0.0,,0,0,0,0,40.0,1,1,1,draft,2,+4 VP,,['Brand'],['Marca 8+'],['Prestigio'],La reputación deja de ser promesa cuando el mercado ya te reconoce.,Sustituye el hito de franquicias retirado por un objetivo alineado con Marca.
MIL-ANY-011,Libre de Deudas,Milestone,Milestone,Any,Milestone,0.0,0.0,3.0,0.0,0.0,,,,,,,,,,,,,,0.0,0.0,10.0,30.0,0.0,3.0,,0.0,0.0,0.0,0.0,,0,0,0,0,30.0,1,2,1,draft,2,+3 VP,,['Finance'],"['Cerrar una Pausa sin préstamos activos', 'Beneficio Neto positivo']",['Financial'],La libertad financiera vale más cuando no sacrificaste la operación para conseguirla.,Actualizado al sistema de deuda y beneficio neto vigente.
MIL-ANY-012,Emprendedor en Serie,Milestone,Milestone,Any,Milestone,0.0,0.0,5.0,0.0,0.0,,,,,,,,,,,,,,0.0,0.0,10.0,50.0,0.0,5.0,,0.0,0.0,0.0,0.0,,0,0,0,0,50.0,1,1,1,draft,2,+5 VP,,['Speed'],['Lanzar 3 negocios en un mismo trimestre'],['Speed'],"Mientras otros siguen planificando, tu portfolio ya cambió de forma.",Actualizado de Break al nuevo marco de trimestre.
STF-ANY-002,Sales Rep,Staff,Staff,Any,Frontline,3.0,0.0,1.0,1.0,-1.0,,,,,,,,,,,,,,0.0,1.0,8.0,8.0,0.0,0.333,,0.0,0.0,0.0,0.0,,0,0,0,0,2.67,2,0,0,draft,2,,,"['B2C', 'Physical']",[],[],Mejora conversión comercial sin convertirse en otra máquina pasiva.,Temporary sales push only; no recurring-income rider.
STF-ANY-003,HR Director,Staff,Staff,Any,Management,4.0,0.0,1.0,1.0,-1.0,,,,,,,,,,,,,,0.0,1.0,8.0,8.0,0.0,0.25,,0.0,0.0,0.0,0.0,,0,0,0,0,2.0,1,0,0,draft,2,,,['Talent'],[],[],"El cuello de botella de personal casi siempre es estructural, no de intención.",Supports the staffing system directly and compactly.
STF-ANY-005,Social Media Manager,Staff,Staff,Any,Specialist,3.0,0.0,1.0,1.0,-1.0,,,,,,,,,,,,,,0.0,1.0,8.0,8.0,0.0,0.333,,0.0,0.0,0.0,0.0,,0,0,0,0,2.67,3,0,0,draft,2,,,"['Trend', 'B2C', 'Digital']",[],[],No crea el producto. Amplifica el momento correcto.,Modern media support without creating a new subsystem.
STF-ANY-006,Financial Consultant,Staff,Staff,Any,Specialist,4.0,0.0,1.0,1.0,-1.0,,,,,,,,,,,,,,0.0,1.0,8.0,8.0,0.0,0.25,,0.0,0.0,0.0,0.0,,0,0,0,0,2.0,1,0,0,draft,2,,,['Finance'],[],[],A veces el mejor ingreso es una salida o una deuda mejor estructurada.,Finance support compressed into one clean rider.
STF-ANY-007,Gig Workers,Staff,Staff,Any,Flexible,2.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,0.0,1.0,8.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,0,0,0,0,0.0,2,0,0,draft,2,,,"['Talent', 'Temporary']",[],[],"Capacidad inmediata, compromiso limitado.",Temporary staffing patch with zero bookkeeping beyond expiry.
STF-ANY-008,Operations Manager,Staff,Staff,Any,Management,4.0,0.0,1.0,1.0,-1.0,,,,,,,,,,,,,,0.0,1.0,8.0,8.0,0.0,0.25,,0.0,0.0,0.0,0.0,,0,0,0,0,2.0,2,0,0,draft,2,,,"['Physical', 'Launch']",[],[],Estandarizar operaciones reduce fricción antes de reducir costes visibles.,Physical rollout support without touching recurring income.
STF-ANY-012,AI Assistant,Staff,Staff,Any,Specialist,3.0,0.0,1.0,1.0,-1.0,,,,,,,,,,,,,,0.0,1.0,8.0,8.0,0.0,0.333,,0.0,0.0,0.0,0.0,,0,0,0,0,2.67,3,0,0,draft,2,,,"['AI', 'Digital', 'Service']",[],[],Hace más ligero el trabajo repetitivo para que la empresa se mueva antes.,"AI expressed as leverage on existing actions, not a generic stat bonus."
BOO-ANY-001,Viral Post,Boost,Boost,Any,Boost,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,0.0,0.0,8.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,0,0,0,0,0.0,3,0,0,draft,2,"Elige 1 negocio Tendencia: refréscalo. Si es digital o B2C, además obtiene +1 Bono de Pausa.",,"['Trend', 'Digital', 'B2C']",[],[],Un pico de atención sirve si sabes capturarlo.,Short attention spike only; no recurring-income text.
BOO-ANY-002,Grand Opening,Boost,Boost,Any,Boost,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,0.0,0.0,8.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,0,0,0,0,0.0,1,0,0,draft,2,Un negocio lanzado este turno obtiene +2 Bonos de Pausa.,,['Launch'],[],[],La primera impresión también tiene caja.,Kept as the clean launch-spike boost.
BOO-ANY-003,UGC Campaign,Boost,Boost,Any,Boost,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,0.0,0.0,8.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,0,0,0,0,0.0,2,1,0,draft,2,"Si operas 2+ negocios con ingreso impreso/base de 3k o más, elige 1 negocio B2C: obtiene +2 Bonos de Pausa.",,"['B2C', 'Portfolio']",['2+ negocios con ingreso impreso/base de 3k o más'],[],Los clientes amplifican mejor cuando la experiencia ya funciona.,"Quality-based trigger, not raw portfolio width."
BOO-ANY-004,Growth Hacking,Boost,Boost,Any,Boost,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,0.0,0.0,8.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,0,0,0,0,0.0,2,0,0,draft,2,Elige 1 negocio digital Escala: obtiene +1 crecimiento.,,"['Digital', 'Scale']",[],[],No toda mejora es una campaña. A veces es una fricción menos.,Pure growth acceleration for digital scale cards.
BOO-ANY-005,Collab Campaign,Boost,Boost,Any,Boost,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,0.0,0.0,8.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,0,0,0,0,0.0,2,0,0,draft,2,"Elige 2 negocios de industrias distintas: cada uno obtiene +1 Bono de Pausa. Si uno tiene impreso Da: Prestigio, gana +1 Marca.",,"['Cross-Industry', 'Brand']",[],[],La colaboración funciona mejor cuando las audiencias se prestan credibilidad.,Cross-portfolio attention boost with a small brand rider.
BOO-ANY-006,Government Subsidy,Boost,Boost,Any,Boost,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,0.0,0.0,8.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,0,0,0,0,0.0,1,1,0,draft,2,Gana 4k cash instantáneo si operas 2 negocios o menos.,,['Cash'],['2 negocios o menos'],[],A veces el mejor impulso es sobrevivir al siguiente trimestre.,Small-portfolio catch-up cash.
BOO-ANY-007,Influencer Campaign,Boost,Boost,Any,Boost,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,0.0,0.0,8.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,0,0,0,0,0.0,2,0,0,draft,2,"Elige 1 negocio B2C: obtiene +2 Bonos de Pausa. Si es Tendencia, también se refresca.",,"['B2C', 'Trend']",[],[],Alquilas atención. Lo que hagas con ella decide si sirvió.,Returned to +2 and refresh to keep it clean and bounded.
BOO-ANY-009,Efficiency Drive,Boost,Boost,Any,Boost,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,0.0,0.0,8.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,0,0,0,0,0.0,2,0,0,draft,2,"Elige 1 negocio: si es Escala, obtiene +1 crecimiento; si no, obtiene +2 Bonos de Pausa.",,"['Scale', 'Tempo']",[],[],"No toda eficiencia se nota igual: unas veces acelera, otras libera caja.",Temporary value only via growth or pause bonus.
BOO-ANY-012,Networking Event,Boost,Boost,Any,Boost,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,0.0,0.0,8.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,0,0,0,0,0.0,1,0,0,draft,2,Roba 3 cartas y quédate con 2.,,['Draw'],[],[],"Más conversación útil, mejores oportunidades visibles.",Card flow boost preserved.
BOO-ANY-013,Flash Sale,Boost,Boost,Any,Boost,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,0.0,0.0,8.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,0,0,0,0,0.0,2,0,0,draft,2,Elige 1 negocio Food o Retail: obtiene +2 Bonos de Pausa.,,"['Food', 'Retail']",[],[],La urgencia vende cuando el canal ya existe.,Short commercial push only.
